rank,lon,lat,confidence,agreeing_types,source,types,tile_id
162,30.89915,29.25611,6,6,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
163,30.89056,29.25501,6,6,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
164,30.91449,29.29181,6,6,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
165,30.92126,29.26361,6,6,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
166,30.89538,29.25903,6,6,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
167,30.90454,29.28693,6,6,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
168,30.89524,29.25248,6,6,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
169,30.92207,29.25976,6,6,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
170,30.91022,29.25905,6,6,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
171,30.87747,29.2685,6,6,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
172,30.92391,29.25688,6,6,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
173,30.87702,29.28949,6,6,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
174,30.88785,29.27415,6,6,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
175,30.90093,29.24722,6,6,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
176,30.91702,29.28475,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
177,30.91454,29.28491,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
178,30.91472,29.28609,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
179,30.91585,29.27852,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
180,30.91493,29.27883,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
181,30.91438,29.28034,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
182,30.9151,29.28377,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
183,30.91622,29.26158,5,5,hotspot_cluster,"db_variance;depolarization_fraction;moisture_differential;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
184,30.90373,29.28207,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
185,30.92478,29.28505,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
186,30.90366,29.28134,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
187,30.88012,29.28572,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
188,30.8814,29.28457,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
189,30.92066,29.29143,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
190,30.87889,29.28509,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
191,30.9062,29.26531,5,5,hotspot_cluster,"db_variance;depolarization_fraction;moisture_differential;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
192,30.87766,29.24939,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
193,30.92142,29.27906,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
194,30.89601,29.27421,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
195,30.90294,29.28104,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
196,30.9223,29.28194,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
197,30.92368,29.26429,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
198,30.92093,29.28842,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
199,30.91817,29.279,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
200,30.92075,29.25828,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
201,30.91779,29.29113,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
202,30.91988,29.29176,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
203,30.92292,29.26433,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
204,30.9235,29.26358,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
205,30.91347,29.28146,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
206,30.92106,29.2794,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
207,30.90079,29.27927,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
208,30.90753,29.27109,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
209,30.91886,29.2907,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
210,30.91424,29.28315,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
211,30.90919,29.2813,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
212,30.92343,29.27733,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
213,30.92296,29.25319,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
214,30.8883,29.24991,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
215,30.92257,29.27452,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
216,30.91031,29.29173,5,5,hotspot_cluster,"db_variance;depolarization_fraction;moisture_differential;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
217,30.91617,29.28734,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
218,30.92452,29.277,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
219,30.90807,29.28827,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
220,30.92435,29.26374,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
221,30.90843,29.28897,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
222,30.92405,29.28039,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
223,30.92227,29.27396,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
224,30.90813,29.27215,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
225,30.91808,29.29051,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
226,30.91286,29.2823,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
227,30.90604,29.26494,5,5,hotspot_cluster,"db_variance;depolarization_fraction;moisture_differential;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
228,30.90734,29.26158,5,5,hotspot_cluster,"db_variance;depolarization_fraction;moisture_differential;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
229,30.90132,29.27242,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
230,30.92213,29.27931,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
231,30.92291,29.2917,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
232,30.91243,29.28426,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
233,30.9182,29.2627,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
234,30.92187,29.28966,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
235,30.91722,29.28816,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
236,30.91637,29.26071,5,5,hotspot_cluster,"db_variance;depolarization_fraction;moisture_differential;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
237,30.92318,29.28941,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
238,30.90762,29.28903,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
239,30.91993,29.27939,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
240,30.90849,29.27293,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
241,30.91133,29.28208,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
242,30.92364,29.27814,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
243,30.90903,29.27227,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
244,30.90614,29.27164,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
245,30.90101,29.27363,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
246,30.90429,29.27969,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
247,30.91201,29.27191,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
248,30.90881,29.28028,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
249,30.8972,29.27951,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
250,30.8996,29.27419,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
251,30.91379,29.28902,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
252,30.91102,29.27307,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
253,30.90865,29.27103,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
254,30.89818,29.28126,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
255,30.91671,29.28931,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
256,30.87471,29.25024,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
257,30.87849,29.24937,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
258,30.89978,29.27916,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
259,30.91233,29.27133,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
260,30.912,29.27481,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
261,30.87852,29.28453,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
262,30.92507,29.27832,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
263,30.92294,29.27634,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
264,30.911,29.27421,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
265,30.91095,29.27052,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
266,30.87857,29.28546,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
267,30.9021,29.27191,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
268,30.9093,29.27933,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
269,30.90303,29.279,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
270,30.87954,29.28309,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
271,30.92513,29.27614,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
272,30.91101,29.27186,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
273,30.91193,29.27358,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
274,30.92208,29.25906,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
275,30.9131,29.28017,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
276,30.92494,29.27495,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
277,30.92551,29.27422,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
278,30.87721,29.24863,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
279,30.91635,29.25662,5,5,hotspot_cluster,"db_variance;depolarization_fraction;moisture_differential;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
280,30.92377,29.27573,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
281,30.91065,29.28513,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
282,30.92251,29.27832,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
283,30.92321,29.29091,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
284,30.90096,29.27454,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
285,30.90754,29.27278,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
286,30.92011,29.27244,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
287,30.91732,29.26847,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
288,30.91573,29.27167,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
289,30.90606,29.28425,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
290,30.90478,29.27873,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
291,30.92217,29.2754,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
292,30.92108,29.27281,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
293,30.87864,29.25169,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
294,30.90622,29.27936,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
295,30.90308,29.2762,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
296,30.91024,29.2787,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
297,30.91836,29.26754,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
298,30.91683,29.25717,5,5,hotspot_cluster,"db_variance;depolarization_fraction;moisture_differential;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
299,30.91168,29.2783,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
300,30.89836,29.27939,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
301,30.8974,29.27637,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
302,30.92059,29.2922,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
303,30.91448,29.2499,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
304,30.91188,29.2835,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
305,30.91051,29.28455,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
306,30.91671,29.27747,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
307,30.90904,29.27422,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
308,30.90842,29.27017,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
309,30.90887,29.28713,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
310,30.91233,29.27827,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
311,30.91158,29.28053,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
312,30.91011,29.27453,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
313,30.91904,29.2783,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
314,30.91288,29.27442,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
315,30.92003,29.26909,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
316,30.92287,29.29253,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
317,30.91199,29.28612,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
318,30.89551,29.27662,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
319,30.92235,29.26587,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
320,30.89683,29.27669,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
321,30.91877,29.2683,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
322,30.88704,29.24759,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
323,30.92291,29.26631,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
324,30.90279,29.27735,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
325,30.90663,29.27413,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
326,30.92388,29.27154,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
327,30.88279,29.27193,5,5,hotspot_cluster,"db_variance;depolarization_fraction;moisture_differential;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
328,30.91751,29.2564,5,5,hotspot_cluster,"db_variance;depolarization_fraction;moisture_differential;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
329,30.90952,29.28687,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
330,30.90627,29.28622,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
331,30.8931,29.25339,5,5,hotspot_cluster,"db_variance;depolarization_fraction;moisture_differential;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
332,30.91179,29.28728,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
333,30.87549,29.28274,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
334,30.91239,29.27908,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
335,30.91134,29.27547,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
336,30.92368,29.27446,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
337,30.91274,29.27277,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
338,30.88655,29.28564,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
339,30.90417,29.25577,5,5,hotspot_cluster,"db_variance;depolarization_fraction;moisture_differential;speckle_divergence;temporal_variance_99",tile_30.8740_29.2470
340,30.89756,29.27709,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
341,30.91805,29.27057,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
342,30.91328,29.24952,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
343,30.91959,29.26803,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
344,30.88072,29.24958,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
345,30.92421,29.29138,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
346,30.91027,29.27989,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
347,30.91897,29.27739,5,5,hotspot_cluster,"db_variance;depolarization_fraction;local_contrast;moisture_differential;speckle_divergence",tile_30.8740_29.2470
